Date,FCOM,FDIS,FENY,FHLC,FIDU,FMAT,FNCL,FREL,FSTA,FTEC,FUTY,IEF,IEFA,IEMG,SHY,TIP,TLT
2018-05-01,0.0565467,0.07109993,0.07956852,0.09541202,0.08930396,0.08472331,0.07522502,0.05572137,0.07041814,0.103982,0.06835092,0,0.07167564,0.07797257,0,0,0
